dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,type,hr
2011-04-18,2,0,4,0,1,1,1,0.52,0.5,0.55,0.2836,90,hourly,22.0
2011-04-18,2,0,4,0,1,1,1,0.5,0.4848,0.59,0.2537,46,hourly,23.0
2011-04-19,2,0,4,0,2,1,1,0.5,0.4848,0.55,0.2239,25,hourly,0.0
2011-04-19,2,0,4,0,2,1,1,0.46,0.4545,0.63,0.2239,7,hourly,1.0
2011-04-19,2,0,4,0,2,1,1,0.46,0.4545,0.67,0.2836,13,hourly,2.0
2011-04-19,2,0,4,0,2,1,1,0.48,0.4697,0.63,0.2239,3,hourly,3.0
2011-04-19,2,0,4,0,2,1,1,0.46,0.4545,0.67,0.0896,5,hourly,4.0
2011-04-19,2,0,4,0,2,1,2,0.46,0.4545,0.72,0.194,18,hourly,5.0
2011-04-19,2,0,4,0,2,1,2,0.48,0.4697,0.67,0.0,65,hourly,6.0
2011-04-19,2,0,4,0,2,1,2,0.52,0.5,0.55,0.0,188,hourly,7.0
2011-04-19,2,0,4,0,2,1,2,0.5,0.4848,0.68,0.1343,351,hourly,8.0
2011-04-19,2,0,4,0,2,1,3,0.52,0.5,0.63,0.0896,162,hourly,9.0
2011-04-19,2,0,4,0,2,1,2,0.5,0.4848,0.72,0.2239,75,hourly,10.0
2011-04-19,2,0,4,0,2,1,2,0.54,0.5152,0.68,0.1642,72,hourly,11.0
2011-04-19,2,0,4,0,2,1,2,0.54,0.5152,0.64,0.0896,103,hourly,12.0
2011-04-19,2,0,4,0,2,1,2,0.54,0.5152,0.68,0.2239,129,hourly,13.0
2011-04-19,2,0,4,0,2,1,2,0.54,0.5152,0.64,0.194,107,hourly,14.0
2011-04-19,2,0,4,0,2,1,2,0.54,0.5152,0.65,0.1642,127,hourly,15.0
2011-04-19,2,0,4,0,2,1,1,0.56,0.5303,0.52,0.2985,192,hourly,16.0
2011-04-19,2,0,4,0,2,1,1,0.56,0.5303,0.6,0.1045,411,hourly,17.0
2011-04-19,2,0,4,0,2,1,2,0.54,0.5152,0.64,0.1343,421,hourly,18.0
2011-04-19,2,0,4,0,2,1,2,0.5,0.4848,0.72,0.194,276,hourly,19.0
2011-04-19,2,0,4,0,2,1,2,0.5,0.4848,0.72,0.2239,168,hourly,20.0
2011-04-19,2,0,4,0,2,1,2,0.5,0.4848,0.72,0.1343,122,hourly,21.0
2011-04-19,2,0,4,0,2,1,1,0.48,0.4697,0.77,0.0896,112,hourly,22.0
2011-04-19,2,0,4,0,2,1,1,0.46,0.4545,0.88,0.0896,52,hourly,23.0
2011-04-20,2,0,4,0,3,1,1,0.44,0.4394,0.88,0.1343,33,hourly,0.0
2011-04-20,2,0,4,0,3,1,1,0.42,0.4242,0.94,0.1642,7,hourly,1.0
2011-04-20,2,0,4,0,3,1,1,0.42,0.4242,0.94,0.1642,2,hourly,2.0
2011-04-20,2,0,4,0,3,1,1,0.42,0.4242,0.94,0.0,2,hourly,3.0
2011-04-20,2,0,4,0,3,1,1,0.4,0.4091,1.0,0.1045,9,hourly,4.0
2011-04-20,2,0,4,0,3,1,1,0.4,0.4091,0.94,0.194,15,hourly,5.0
2011-04-20,2,0,4,0,3,1,1,0.42,0.4242,0.94,0.1642,64,hourly,6.0
2011-04-20,2,0,4,0,3,1,1,0.44,0.4394,0.94,0.0,237,hourly,7.0
2011-04-20,2,0,4,0,3,1,1,0.62,0.6061,0.69,0.4627,396,hourly,8.0
2011-04-20,2,0,4,0,3,1,1,0.66,0.6212,0.61,0.2836,197,hourly,9.0
2011-04-20,2,0,4,0,3,1,1,0.62,0.6061,0.69,0.0896,131,hourly,10.0
2011-04-20,2,0,4,0,3,1,1,0.62,0.6061,0.69,0.0896,118,hourly,11.0
2011-04-20,2,0,4,0,3,1,1,0.7,0.6515,0.48,0.3881,145,hourly,12.0
2011-04-20,2,0,4,0,3,1,1,0.7,0.6515,0.48,0.3881,177,hourly,13.0
2011-04-20,2,0,4,0,3,1,1,0.74,0.6515,0.4,0.4627,148,hourly,14.0
2011-04-20,2,0,4,0,3,1,2,0.76,0.6667,0.35,0.3582,145,hourly,15.0
2011-04-20,2,0,4,0,3,1,2,0.76,0.6667,0.35,0.3582,255,hourly,16.0
2011-04-20,2,0,4,0,3,1,2,0.74,0.6515,0.37,0.4179,432,hourly,17.0
2011-04-20,2,0,4,0,3,1,1,0.74,0.6515,0.3,0.3582,441,hourly,18.0
2011-04-20,2,0,4,0,3,1,1,0.7,0.6364,0.32,0.2537,383,hourly,19.0
2011-04-20,2,0,4,0,3,1,1,0.68,0.6212,0.32,0.1045,225,hourly,20.0
2011-04-20,2,0,4,0,3,1,1,0.66,0.6212,0.36,0.2836,172,hourly,21.0
2011-04-20,2,0,4,0,3,1,1,0.62,0.6212,0.41,0.2537,117,hourly,22.0
2011-04-20,2,0,4,0,3,1,1,0.6,0.6212,0.4,0.3284,93,hourly,23.0
2011-04-21,2,0,4,0,4,1,1,0.56,0.5303,0.43,0.3582,44,hourly,0.0
2011-04-21,2,0,4,0,4,1,1,0.52,0.5,0.45,0.2239,26,hourly,1.0
2011-04-21,2,0,4,0,4,1,1,0.5,0.4848,0.42,0.3881,13,hourly,2.0
2011-04-21,2,0,4,0,4,1,2,0.46,0.4545,0.51,0.4627,7,hourly,3.0
2011-04-21,2,0,4,0,4,1,2,0.44,0.4394,0.54,0.4478,6,hourly,4.0
2011-04-21,2,0,4,0,4,1,2,0.42,0.4242,0.54,0.5522,14,hourly,5.0
2011-04-21,2,0,4,0,4,1,2,0.4,0.4091,0.58,0.5821,75,hourly,6.0
2011-04-21,2,0,4,0,4,1,2,0.42,0.4242,0.47,0.4627,198,hourly,7.0
2011-04-21,2,0,4,0,4,1,2,0.4,0.4091,0.5,0.4925,365,hourly,8.0
2011-04-21,2,0,4,0,4,1,2,0.42,0.4242,0.47,0.2836,196,hourly,9.0
2011-04-21,2,0,4,0,4,1,1,0.42,0.4242,0.44,0.3582,98,hourly,10.0
2011-04-21,2,0,4,0,4,1,1,0.44,0.4394,0.41,0.2836,133,hourly,11.0
2011-04-21,2,0,4,0,4,1,1,0.46,0.4545,0.38,0.1642,199,hourly,12.0
2011-04-21,2,0,4,0,4,1,1,0.48,0.4697,0.33,0.3284,177,hourly,13.0
2011-04-21,2,0,4,0,4,1,1,0.5,0.4848,0.34,0.3881,228,hourly,14.0
2011-04-21,2,0,4,0,4,1,1,0.52,0.5,0.29,0.4179,235,hourly,15.0
2011-04-21,2,0,4,0,4,1,1,0.52,0.5,0.27,0.3582,294,hourly,16.0
2011-04-21,2,0,4,0,4,1,1,0.5,0.4848,0.29,0.1642,481,hourly,17.0
2011-04-21,2,0,4,0,4,1,1,0.5,0.4848,0.25,0.2836,452,hourly,18.0
2011-04-21,2,0,4,0,4,1,1,0.46,0.4545,0.28,0.2836,324,hourly,19.0
2011-04-21,2,0,4,0,4,1,1,0.44,0.4394,0.3,0.1343,204,hourly,20.0
2011-04-21,2,0,4,0,4,1,1,0.42,0.4242,0.47,0.194,184,hourly,21.0
2011-04-21,2,0,4,0,4,1,1,0.42,0.4242,0.38,0.0896,137,hourly,22.0
2011-04-21,2,0,4,0,4,1,1,0.4,0.4091,0.43,0.1045,99,hourly,23.0
2011-04-22,2,0,4,0,5,1,1,0.36,0.3485,0.62,0.194,33,hourly,0.0
2011-04-22,2,0,4,0,5,1,1,0.36,0.3333,0.53,0.2537,24,hourly,1.0
2011-04-22,2,0,4,0,5,1,1,0.36,0.3333,0.53,0.2985,9,hourly,2.0
2011-04-22,2,0,4,0,5,1,1,0.36,0.3333,0.53,0.2985,2,hourly,3.0
2011-04-22,2,0,4,0,5,1,1,0.34,0.3182,0.53,0.2836,3,hourly,4.0
2011-04-22,2,0,4,0,5,1,1,0.34,0.3182,0.53,0.2239,16,hourly,5.0
2011-04-22,2,0,4,0,5,1,1,0.34,0.3182,0.53,0.2836,49,hourly,6.0
2011-04-22,2,0,4,0,5,1,2,0.34,0.3182,0.53,0.2836,180,hourly,7.0
2011-04-22,2,0,4,0,5,1,2,0.34,0.3182,0.53,0.2537,346,hourly,8.0
2011-04-22,2,0,4,0,5,1,3,0.34,0.303,0.61,0.2985,195,hourly,9.0
2011-04-22,2,0,4,0,5,1,2,0.36,0.3485,0.62,0.194,136,hourly,10.0
2011-04-22,2,0,4,0,5,1,3,0.34,0.3333,0.66,0.194,106,hourly,11.0
2011-04-22,2,0,4,0,5,1,3,0.34,0.3333,0.76,0.1343,80,hourly,12.0
2011-04-22,2,0,4,0,5,1,3,0.34,0.3333,0.87,0.194,40,hourly,13.0
2011-04-22,2,0,4,0,5,1,3,0.34,0.3182,0.87,0.2537,36,hourly,14.0
2011-04-22,2,0,4,0,5,1,3,0.34,0.3333,0.87,0.194,75,hourly,15.0
2011-04-22,2,0,4,0,5,1,3,0.34,0.3333,0.87,0.1343,62,hourly,16.0
2011-04-22,2,0,4,0,5,1,3,0.32,0.303,0.93,0.2239,69,hourly,17.0
2011-04-22,2,0,4,0,5,1,3,0.32,0.303,0.93,0.2239,51,hourly,18.0
2011-04-22,2,0,4,0,5,1,3,0.32,0.303,0.93,0.2239,55,hourly,19.0
2011-04-22,2,0,4,0,5,1,3,0.32,0.303,0.87,0.2239,47,hourly,20.0
2011-04-22,2,0,4,0,5,1,3,0.3,0.303,0.93,0.1642,28,hourly,21.0
2011-04-22,2,0,4,0,5,1,3,0.3,0.303,1.0,0.1343,24,hourly,22.0
2011-04-22,2,0,4,0,5,1,3,0.32,0.3333,0.93,0.1045,17,hourly,23.0
2011-04-23,2,0,4,0,6,0,2,0.32,0.3182,1.0,0.194,18,hourly,0.0
2011-04-23,2,0,4,0,6,0,2,0.32,0.3182,1.0,0.194,16,hourly,1.0
2011-04-23,2,0,4,0,6,0,3,0.32,0.3333,1.0,0.1343,17,hourly,2.0
2011-04-23,2,0,4,0,6,0,3,0.32,0.3333,1.0,0.0896,4,hourly,3.0
2011-04-23,2,0,4,0,6,0,3,0.34,0.3636,1.0,0.0,5,hourly,4.0
2011-04-23,2,0,4,0,6,0,3,0.34,0.3636,1.0,0.0,7,hourly,5.0
2011-04-23,2,0,4,0,6,0,2,0.34,0.3333,1.0,0.1642,11,hourly,6.0
2011-04-23,2,0,4,0,6,0,3,0.34,0.3333,1.0,0.1642,19,hourly,7.0
2011-04-23,2,0,4,0,6,0,2,0.36,0.3333,1.0,0.2537,47,hourly,8.0
2011-04-23,2,0,4,0,6,0,2,0.38,0.3939,0.94,0.2985,68,hourly,9.0
2011-04-23,2,0,4,0,6,0,2,0.42,0.4242,0.88,0.2239,129,hourly,10.0
2011-04-23,2,0,4,0,6,0,2,0.46,0.4545,0.88,0.2239,232,hourly,11.0
2011-04-23,2,0,4,0,6,0,1,0.52,0.5,0.83,0.4179,291,hourly,12.0
2011-04-23,2,0,4,0,6,0,1,0.52,0.5,0.83,0.3881,312,hourly,13.0
2011-04-23,2,0,4,0,6,0,1,0.58,0.5455,0.78,0.3582,391,hourly,14.0
2011-04-23,2,0,4,0,6,0,1,0.6,0.5909,0.73,0.3881,397,hourly,15.0
2011-04-23,2,0,4,0,6,0,1,0.6,0.5909,0.73,0.2836,426,hourly,16.0
2011-04-23,2,0,4,0,6,0,1,0.6,0.5909,0.73,0.3284,383,hourly,17.0
2011-04-23,2,0,4,0,6,0,1,0.58,0.5455,0.78,0.194,376,hourly,18.0
2011-04-23,2,0,4,0,6,0,1,0.56,0.5303,0.83,0.2836,283,hourly,19.0
2011-04-23,2,0,4,0,6,0,2,0.54,0.5152,0.88,0.2537,183,hourly,20.0
2011-04-23,2,0,4,0,6,0,2,0.56,0.5303,0.83,0.2836,135,hourly,21.0
2011-04-23,2,0,4,0,6,0,2,0.58,0.5455,0.78,0.2537,169,hourly,22.0
2011-04-23,2,0,4,0,6,0,2,0.54,0.5152,0.88,0.1642,117,hourly,23.0
2011-04-24,2,0,4,0,0,0,1,0.52,0.5,0.83,0.2239,96,hourly,0.0
2011-04-24,2,0,4,0,0,0,1,0.5,0.4848,0.88,0.194,54,hourly,1.0
2011-04-24,2,0,4,0,0,0,1,0.5,0.4848,0.88,0.194,72,hourly,2.0
2011-04-24,2,0,4,0,0,0,1,0.5,0.4848,0.94,0.0896,24,hourly,3.0
2011-04-24,2,0,4,0,0,0,1,0.5,0.4848,0.94,0.0896,5,hourly,4.0
2011-04-24,2,0,4,0,0,0,1,0.5,0.4848,0.94,0.0896,12,hourly,5.0
2011-04-24,2,0,4,0,0,0,2,0.5,0.4848,1.0,0.0,13,hourly,6.0
2011-04-24,2,0,4,0,0,0,2,0.5,0.4848,1.0,0.0,27,hourly,7.0
2011-04-24,2,0,4,0,0,0,1,0.52,0.5,0.94,0.2239,80,hourly,8.0
2011-04-24,2,0,4,0,0,0,1,0.56,0.5303,0.88,0.2537,177,hourly,9.0
2011-04-24,2,0,4,0,0,0,1,0.6,0.5758,0.78,0.1642,289,hourly,10.0
2011-04-24,2,0,4,0,0,0,1,0.66,0.6212,0.65,0.1343,317,hourly,11.0
2011-04-24,2,0,4,0,0,0,1,0.68,0.6364,0.65,0.2537,388,hourly,12.0
2011-04-24,2,0,4,0,0,0,1,0.7,0.6515,0.58,0.2836,441,hourly,13.0
2011-04-24,2,0,4,0,0,0,1,0.7,0.6515,0.54,0.3284,420,hourly,14.0
2011-04-24,2,0,4,0,0,0,1,0.66,0.6212,0.61,0.2537,369,hourly,15.0
2011-04-24,2,0,4,0,0,0,1,0.74,0.6667,0.48,0.3881,359,hourly,16.0
2011-04-24,2,0,4,0,0,0,1,0.66,0.6212,0.65,0.2985,331,hourly,17.0
2011-04-24,2,0,4,0,0,0,1,0.64,0.6061,0.69,0.1642,270,hourly,18.0
2011-04-24,2,0,4,0,0,0,3,0.6,0.5606,0.83,0.2836,194,hourly,19.0
2011-04-24,2,0,4,0,0,0,3,0.6,0.5606,0.83,0.2836,105,hourly,20.0
2011-04-24,2,0,4,0,0,0,3,0.54,0.5152,0.94,0.1642,61,hourly,21.0
2011-04-24,2,0,4,0,0,0,3,0.54,0.5152,1.0,0.1642,45,hourly,22.0
2011-04-24,2,0,4,0,0,0,3,0.54,0.5152,1.0,0.0896,42,hourly,23.0
2011-04-25,2,0,4,0,1,1,3,0.52,0.5,1.0,0.0,12,hourly,0.0
2011-04-25,2,0,4,0,1,1,1,0.54,0.5152,1.0,0.0896,10,hourly,1.0
2011-04-25,2,0,4,0,1,1,1,0.54,0.5152,1.0,0.0896,10,hourly,2.0
2011-04-25,2,0,4,0,1,1,2,0.5,0.4848,1.0,0.1045,10,hourly,3.0
2011-04-25,2,0,4,0,1,1,2,0.52,0.5,1.0,0.0,5,hourly,4.0
2011-04-25,2,0,4,0,1,1,2,0.46,0.4545,1.0,0.0,17,hourly,5.0
2011-04-25,2,0,4,0,1,1,2,0.5,0.4848,1.0,0.0,66,hourly,6.0
2011-04-25,2,0,4,0,1,1,2,0.52,0.5,1.0,0.0896,196,hourly,7.0
2011-04-25,2,0,4,0,1,1,1,0.56,0.5303,0.88,0.1045,353,hourly,8.0
2011-04-25,2,0,4,0,1,1,1,0.6,0.5606,0.83,0.1343,174,hourly,9.0
2011-04-25,2,0,4,0,1,1,1,0.64,0.6061,0.73,0.2239,125,hourly,10.0
2011-04-25,2,0,4,0,1,1,1,0.64,0.6061,0.73,0.2239,147,hourly,11.0
2011-04-25,2,0,4,0,1,1,1,0.66,0.6212,0.74,0.2537,188,hourly,12.0
2011-04-25,2,0,4,0,1,1,1,0.7,0.6515,0.65,0.2239,203,hourly,13.0
2011-04-25,2,0,4,0,1,1,1,0.72,0.6667,0.54,0.2239,146,hourly,14.0
2011-04-25,2,0,4,0,1,1,1,0.74,0.6667,0.51,0.2239,175,hourly,15.0
2011-04-25,2,0,4,0,1,1,1,0.7,0.6515,0.54,0.3582,239,hourly,16.0
2011-04-25,2,0,4,0,1,1,1,0.7,0.6515,0.54,0.2985,521,hourly,17.0
2011-04-25,2,0,4,0,1,1,1,0.68,0.6364,0.57,0.3582,499,hourly,18.0
2011-04-25,2,0,4,0,1,1,1,0.66,0.6212,0.57,0.3284,382,hourly,19.0
2011-04-25,2,0,4,0,1,1,1,0.66,0.6212,0.61,0.2836,237,hourly,20.0
2011-04-25,2,0,4,0,1,1,1,0.62,0.6061,0.69,0.2537,190,hourly,21.0
2011-04-25,2,0,4,0,1,1,1,0.6,0.5909,0.73,0.2985,106,hourly,22.0
2011-04-25,2,0,4,0,1,1,1,0.58,0.5455,0.78,0.2836,62,hourly,23.0
2011-04-26,2,0,4,0,2,1,1,0.62,0.6061,0.69,0.2836,27,hourly,0.0
2011-04-26,2,0,4,0,2,1,1,0.62,0.5909,0.73,0.2836,21,hourly,1.0
2011-04-26,2,0,4,0,2,1,1,0.56,0.5303,0.83,0.3284,26,hourly,2.0
2011-04-26,2,0,4,0,2,1,1,0.54,0.5152,0.88,0.2836,21,hourly,3.0
2011-04-26,2,0,4,0,2,1,1,0.56,0.5303,0.83,0.2537,6,hourly,4.0
2011-04-26,2,0,4,0,2,1,1,0.54,0.5152,0.88,0.2537,16,hourly,5.0
2011-04-26,2,0,4,0,2,1,1,0.56,0.5303,0.88,0.2239,80,hourly,6.0
2011-04-26,2,0,4,0,2,1,1,0.58,0.5455,0.83,0.2985,270,hourly,7.0
2011-04-26,2,0,4,0,2,1,1,0.58,0.5455,0.83,0.2985,449,hourly,8.0
2011-04-26,2,0,4,0,2,1,1,0.64,0.6061,0.73,0.3582,199,hourly,9.0
2011-04-26,2,0,4,0,2,1,1,0.66,0.6212,0.69,0.3582,120,hourly,10.0
2011-04-26,2,0,4,0,2,1,1,0.68,0.6364,0.65,0.3881,172,hourly,11.0
2011-04-26,2,0,4,0,2,1,1,0.7,0.6515,0.61,0.4179,186,hourly,12.0
2011-04-26,2,0,4,0,2,1,1,0.74,0.6667,0.51,0.4478,176,hourly,13.0
2011-04-26,2,0,4,0,2,1,1,0.72,0.6667,0.58,0.3284,155,hourly,14.0
2011-04-26,2,0,4,0,2,1,1,0.7,0.6515,0.61,0.3582,153,hourly,15.0
2011-04-26,2,0,4,0,2,1,1,0.7,0.6515,0.58,0.3881,291,hourly,16.0
2011-04-26,2,0,4,0,2,1,1,0.68,0.6364,0.61,0.3582,521,hourly,17.0
2011-04-26,2,0,4,0,2,1,1,0.68,0.6364,0.65,0.4478,528,hourly,18.0
2011-04-26,2,0,4,0,2,1,1,0.64,0.6061,0.73,0.4179,328,hourly,19.0
2011-04-26,2,0,4,0,2,1,1,0.64,0.6061,0.73,0.3582,234,hourly,20.0
2011-04-26,2,0,4,0,2,1,1,0.62,0.5909,0.78,0.2836,195,hourly,21.0
2011-04-26,2,0,4,0,2,1,2,0.6,0.5606,0.83,0.194,148,hourly,22.0
2011-04-26,2,0,4,0,2,1,2,0.6,0.5606,0.83,0.2239,78,hourly,23.0
2011-04-27,2,0,4,0,3,1,1,0.6,0.5606,0.83,0.2239,27,hourly,0.0
2011-04-27,2,0,4,0,3,1,1,0.6,0.5606,0.83,0.2537,17,hourly,1.0
2011-04-27,2,0,4,0,3,1,1,0.58,0.5455,0.88,0.2537,5,hourly,2.0
2011-04-27,2,0,4,0,3,1,2,0.58,0.5455,0.88,0.2836,7,hourly,3.0
2011-04-27,2,0,4,0,3,1,1,0.56,0.5303,0.94,0.2239,6,hourly,4.0
2011-04-27,2,0,4,0,3,1,2,0.56,0.5303,0.94,0.2537,17,hourly,5.0
2011-04-27,2,0,4,0,3,1,1,0.56,0.5303,0.94,0.2537,84,hourly,6.0
2011-04-27,2,0,4,0,3,1,2,0.58,0.5455,0.88,0.2836,246,hourly,7.0
2011-04-27,2,0,4,0,3,1,2,0.58,0.5455,0.88,0.3284,444,hourly,8.0
2011-04-27,2,0,4,0,3,1,2,0.6,0.5455,0.88,0.4179,181,hourly,9.0
2011-04-27,2,0,4,0,3,1,2,0.62,0.5758,0.83,0.2836,92,hourly,10.0
2011-04-27,2,0,4,0,3,1,2,0.64,0.5909,0.78,0.2836,156,hourly,11.0
2011-04-27,2,0,4,0,3,1,1,0.66,0.6061,0.78,0.3284,173,hourly,12.0
2011-04-27,2,0,4,0,3,1,1,0.64,0.5909,0.78,0.2985,150,hourly,13.0
2011-04-27,2,0,4,0,3,1,1,0.68,0.6364,0.74,0.2836,148,hourly,14.0
2011-04-27,2,0,4,0,3,1,1,0.7,0.6515,0.65,0.4925,138,hourly,15.0
2011-04-27,2,0,4,0,3,1,1,0.7,0.6515,0.7,0.3881,218,hourly,16.0
2011-04-27,2,0,4,0,3,1,3,0.66,0.6061,0.83,0.3881,521,hourly,17.0
2011-04-27,2,0,4,0,3,1,3,0.66,0.6061,0.83,0.3881,412,hourly,18.0
2011-04-27,2,0,4,0,3,1,1,0.62,0.5909,0.78,0.2836,260,hourly,19.0
2011-04-27,2,0,4,0,3,1,1,0.64,0.5758,0.83,0.3284,218,hourly,20.0
2011-04-27,2,0,4,0,3,1,1,0.62,0.5606,0.88,0.2836,145,hourly,21.0
2011-04-27,2,0,4,0,3,1,2,0.62,0.5606,0.88,0.3284,129,hourly,22.0
2011-04-27,2,0,4,0,3,1,2,0.62,0.5606,0.88,0.3582,78,hourly,23.0
2011-04-28,2,0,4,0,4,1,1,0.64,0.5909,0.78,0.3582,54,hourly,0.0
2011-04-28,2,0,4,0,4,1,2,0.62,0.5758,0.83,0.3881,20,hourly,1.0
2011-04-28,2,0,4,0,4,1,2,0.62,0.5758,0.83,0.4478,21,hourly,2.0
2011-04-28,2,0,4,0,4,1,2,0.64,0.5909,0.78,0.3881,3,hourly,3.0
2011-04-28,2,0,4,0,4,1,2,0.62,0.5758,0.83,0.4179,9,hourly,4.0
2011-04-28,2,0,4,0,4,1,2,0.62,0.5758,0.83,0.3881,13,hourly,5.0
2011-04-28,2,0,4,0,4,1,2,0.64,0.5909,0.78,0.4627,86,hourly,6.0
2011-04-28,2,0,4,0,4,1,2,0.64,0.5909,0.78,0.4478,215,hourly,7.0
2011-04-28,2,0,4,0,4,1,2,0.66,0.6061,0.78,0.4478,398,hourly,8.0
2011-04-28,2,0,4,0,4,1,3,0.62,0.5606,0.88,0.3284,183,hourly,9.0
2011-04-28,2,0,4,0,4,1,2,0.62,0.5606,0.88,0.2836,54,hourly,10.0
2011-04-28,2,0,4,0,4,1,2,0.62,0.5758,0.83,0.2836,84,hourly,11.0
2011-04-28,2,0,4,0,4,1,2,0.62,0.5909,0.78,0.2537,107,hourly,12.0
2011-04-28,2,0,4,0,4,1,2,0.62,0.5758,0.83,0.2985,121,hourly,13.0
2011-04-28,2,0,4,0,4,1,1,0.62,0.5758,0.83,0.2985,142,hourly,14.0
2011-04-28,2,0,4,0,4,1,1,0.66,0.6212,0.69,0.3284,163,hourly,15.0
2011-04-28,2,0,4,0,4,1,1,0.62,0.5909,0.78,0.2537,270,hourly,16.0
2011-04-28,2,0,4,0,4,1,1,0.64,0.6212,0.47,0.3582,455,hourly,17.0
2011-04-28,2,0,4,0,4,1,1,0.64,0.6212,0.47,0.3582,530,hourly,18.0
2011-04-28,2,0,4,0,4,1,1,0.62,0.6212,0.43,0.2985,404,hourly,19.0
2011-04-28,2,0,4,0,4,1,1,0.58,0.5455,0.43,0.2239,269,hourly,20.0
2011-04-28,2,0,4,0,4,1,1,0.56,0.5303,0.46,0.1343,194,hourly,21.0
2011-04-28,2,0,4,0,4,1,1,0.54,0.5152,0.45,0.1642,153,hourly,22.0
2011-04-28,2,0,4,0,4,1,1,0.54,0.5152,0.39,0.0896,110,hourly,23.0
2011-04-29,2,0,4,0,5,1,1,0.52,0.5,0.39,0.2836,48,hourly,0.0
2011-04-29,2,0,4,0,5,1,1,0.5,0.4848,0.45,0.0896,31,hourly,1.0
2011-04-29,2,0,4,0,5,1,1,0.46,0.4545,0.63,0.1045,10,hourly,2.0
2011-04-29,2,0,4,0,5,1,1,0.46,0.4545,0.59,0.0896,5,hourly,3.0
2011-04-29,2,0,4,0,5,1,1,0.46,0.4545,0.51,0.1343,6,hourly,4.0
2011-04-29,2,0,4,0,5,1,1,0.46,0.4545,0.47,0.1343,25,hourly,5.0
2011-04-29,2,0,4,0,5,1,1,0.5,0.4848,0.45,0.2836,71,hourly,6.0
2011-04-29,2,0,4,0,5,1,1,0.52,0.5,0.42,0.194,240,hourly,7.0
2011-04-29,2,0,4,0,5,1,1,0.54,0.5152,0.39,0.2985,421,hourly,8.0
2011-04-29,2,0,4,0,5,1,1,0.54,0.5152,0.39,0.3284,230,hourly,9.0
2011-04-29,2,0,4,0,5,1,1,0.56,0.5303,0.4,0.2836,156,hourly,10.0
2011-04-29,2,0,4,0,5,1,1,0.6,0.6212,0.38,0.2239,157,hourly,11.0
2011-04-29,2,0,4,0,5,1,1,0.56,0.5303,0.37,0.2836,223,hourly,12.0
2011-04-29,2,0,4,0,5,1,1,0.56,0.5303,0.37,0.2985,308,hourly,13.0
2011-04-29,2,0,4,0,5,1,1,0.6,0.6212,0.35,0.3284,248,hourly,14.0
2011-04-29,2,0,4,0,5,1,2,0.56,0.5303,0.4,0.2985,252,hourly,15.0
2011-04-29,2,0,4,0,5,1,2,0.54,0.5152,0.42,0.3582,299,hourly,16.0
2011-04-29,2,0,4,0,5,1,2,0.52,0.5,0.45,0.3881,508,hourly,17.0
2011-04-29,2,0,4,0,5,1,1,0.52,0.5,0.48,0.3582,439,hourly,18.0
2011-04-29,2,0,4,0,5,1,1,0.46,0.4545,0.55,0.3284,270,hourly,19.0
2011-04-29,2,0,4,0,5,1,1,0.48,0.4697,0.48,0.2239,194,hourly,20.0
2011-04-29,2,0,4,0,5,1,1,0.46,0.4545,0.51,0.194,195,hourly,21.0
2011-04-29,2,0,4,0,5,1,1,0.42,0.4242,0.58,0.1642,146,hourly,22.0
2011-04-29,2,0,4,0,5,1,2,0.44,0.4394,0.54,0.0896,113,hourly,23.0
2011-04-30,2,0,4,0,6,0,2,0.44,0.4394,0.54,0.2537,106,hourly,0.0
2011-04-30,2,0,4,0,6,0,2,0.44,0.4394,0.54,0.1642,74,hourly,1.0
2011-04-30,2,0,4,0,6,0,2,0.44,0.4394,0.54,0.2239,65,hourly,2.0
2011-04-30,2,0,4,0,6,0,2,0.42,0.4242,0.54,0.194,17,hourly,3.0
2011-04-30,2,0,4,0,6,0,2,0.42,0.4242,0.54,0.2239,7,hourly,4.0
2011-04-30,2,0,4,0,6,0,1,0.42,0.4242,0.54,0.3881,7,hourly,5.0
2011-04-30,2,0,4,0,6,0,1,0.4,0.4091,0.58,0.2836,21,hourly,6.0
2011-04-30,2,0,4,0,6,0,1,0.4,0.4091,0.54,0.3881,48,hourly,7.0
2011-04-30,2,0,4,0,6,0,1,0.4,0.4091,0.54,0.2985,91,hourly,8.0
2011-04-30,2,0,4,0,6,0,1,0.44,0.4394,0.51,0.3582,156,hourly,9.0
2011-04-30,2,0,4,0,6,0,1,0.48,0.4697,0.44,0.3881,279,hourly,10.0
2011-04-30,2,0,4,0,6,0,1,0.5,0.4848,0.42,0.3582,321,hourly,11.0
2011-04-30,2,0,4,0,6,0,1,0.52,0.5,0.42,0.3881,416,hourly,12.0
2011-04-30,2,0,4,0,6,0,1,0.54,0.5152,0.39,0.2985,455,hourly,13.0
2011-04-30,2,0,4,0,6,0,1,0.54,0.5152,0.39,0.2239,452,hourly,14.0
2011-04-30,2,0,4,0,6,0,1,0.56,0.5303,0.37,0.1343,499,hourly,15.0
2011-04-30,2,0,4,0,6,0,1,0.58,0.5455,0.37,0.194,464,hourly,16.0
2011-04-30,2,0,4,0,6,0,1,0.56,0.5303,0.43,0.1343,407,hourly,17.0
2011-04-30,2,0,4,0,6,0,1,0.54,0.5152,0.43,0.1343,371,hourly,18.0
